clinic_location,appointment_date,hour_of_day,scheduled_appointments,attended_appointments,completed_appointments,avg_wait_time_minutes,walked_out_appointments,providers_scheduled,appointments_per_provider
West End,2026-01-30,8,3,2,2,9.0,0,1,2.0
West End,2026-01-30,9,6,6,6,6.33,0,2,3.0
West End,2026-01-30,10,11,9,8,29.25,1,2,4.5
West End,2026-01-30,11,2,2,1,6.0,1,2,1.0
West End,2026-01-30,12,3,3,3,0.0,0,2,1.5
West End,2026-01-30,13,1,1,1,0.0,0,2,0.5
West End,2026-01-30,14,5,5,4,0.0,1,2,2.5
West End,2026-01-30,15,5,5,5,2.6,0,2,2.5
West End,2026-01-30,16,4,4,4,7.5,0,2,2.0
West End,2026-01-31,8,5,3,3,3.0,0,1,3.0
West End,2026-01-31,9,6,5,5,7.8,0,2,2.5
West End,2026-01-31,10,5,4,4,28.5,0,2,2.0
West End,2026-01-31,11,5,4,4,0.0,0,2,2.0
West End,2026-01-31,12,2,1,1,0.0,0,2,0.5
West End,2026-02-02,8,8,5,5,11.4,0,1,5.0
West End,2026-02-02,9,6,4,4,3.25,0,2,2.0
West End,2026-02-02,10,10,9,9,7.0,0,2,4.5
West End,2026-02-02,12,3,3,3,0.0,0,2,1.5
West End,2026-02-02,13,2,1,1,0.0,0,2,0.5
West End,2026-02-02,14,3,2,2,0.0,0,2,1.0
West End,2026-02-02,15,5,5,5,0.0,0,2,2.5
West End,2026-02-02,16,2,1,1,0.0,0,2,0.5
West End,2026-02-03,7,1,1,1,10.0,0,0,
West End,2026-02-03,8,8,7,7,19.86,0,1,7.0
West End,2026-02-03,9,2,2,2,10.5,0,2,1.0
West End,2026-02-03,10,7,6,5,3.6,1,2,3.0
West End,2026-02-03,11,5,4,4,0.5,0,2,2.0
West End,2026-02-03,12,2,2,2,0.0,0,2,1.0
West End,2026-02-03,13,3,3,2,0.0,1,2,1.5
West End,2026-02-03,14,5,4,4,0.0,0,2,2.0
West End,2026-02-03,15,3,2,2,0.0,0,2,1.0
West End,2026-02-03,16,1,0,0,,0,2,0.0
West End,2026-02-04,8,2,1,1,0.0,0,1,1.0
West End,2026-02-04,9,11,9,7,7.71,2,2,4.5
West End,2026-02-04,10,6,6,6,4.0,0,2,3.0
West End,2026-02-04,11,4,4,4,7.0,0,2,2.0
West End,2026-02-04,12,3,3,3,0.0,0,2,1.5
West End,2026-02-04,13,1,1,1,0.0,0,2,0.5
West End,2026-02-04,14,3,3,3,0.0,0,2,1.5
West End,2026-02-04,15,4,3,3,0.0,0,2,1.5
West End,2026-02-04,16,7,5,5,1.6,0,2,2.5
West End,2026-02-05,8,2,2,2,0.0,0,1,2.0
West End,2026-02-05,9,5,5,5,0.2,0,2,2.5
West End,2026-02-05,10,8,6,6,4.83,0,2,3.0
West End,2026-02-05,11,4,4,4,6.0,0,2,2.0
West End,2026-02-05,12,2,2,2,0.0,0,2,1.0
West End,2026-02-05,14,5,5,5,2.2,0,2,2.5
West End,2026-02-05,15,2,2,2,0.0,0,2,1.0
West End,2026-02-05,16,2,2,2,0.0,0,2,1.0
West End,2026-02-06,7,1,1,1,13.0,0,0,
West End,2026-02-06,8,3,3,3,9.33,0,1,3.0
West End,2026-02-06,9,4,3,3,3.0,0,2,1.5
West End,2026-02-06,10,7,7,7,14.14,0,2,3.5
West End,2026-02-06,11,2,2,2,8.0,0,2,1.0
West End,2026-02-06,12,4,4,4,2.75,0,2,2.0
West End,2026-02-06,13,3,3,3,0.0,0,2,1.5
West End,2026-02-06,14,4,4,4,0.5,0,2,2.0
West End,2026-02-06,15,10,9,8,28.25,1,2,4.5
West End,2026-02-06,16,2,2,2,13.5,0,2,1.0
West End,2026-02-07,7,1,1,1,9.0,0,0,
West End,2026-02-07,8,7,5,4,25.0,1,1,5.0
West End,2026-02-07,9,5,4,4,2.5,0,2,2.0
West End,2026-02-07,10,10,10,9,40.22,1,2,5.0
West End,2026-02-07,11,6,6,5,60.4,1,2,3.0
West End,2026-02-07,12,3,3,2,53.5,1,2,1.5
West End,2026-02-09,8,4,2,2,6.0,0,1,2.0
West End,2026-02-09,9,10,10,10,8.0,0,2,5.0
West End,2026-02-09,10,5,5,4,4.25,1,2,2.5
West End,2026-02-09,11,3,3,3,0.0,0,2,1.5
West End,2026-02-09,12,2,2,2,0.0,0,2,1.0
West End,2026-02-09,13,1,1,1,0.0,0,2,0.5
West End,2026-02-09,14,4,4,4,0.0,0,2,2.0
West End,2026-02-09,15,3,3,3,0.0,0,2,1.5
West End,2026-02-09,16,4,3,3,0.0,0,2,1.5
West End,2026-02-10,8,4,4,4,24.25,0,1,4.0
West End,2026-02-10,9,4,4,4,1.5,0,2,2.0
West End,2026-02-10,10,4,4,4,3.0,0,2,2.0
West End,2026-02-10,11,4,4,3,0.33,1,2,2.0
West End,2026-02-10,12,2,2,2,0.0,0,2,1.0
West End,2026-02-10,13,1,1,1,0.0,0,2,0.5
West End,2026-02-10,14,6,6,6,2.83,0,2,3.0
West End,2026-02-10,15,6,6,6,5.5,0,2,3.0
West End,2026-02-11,7,1,1,1,3.0,0,0,
West End,2026-02-11,8,4,4,3,30.0,1,1,4.0
West End,2026-02-11,9,9,8,8,6.25,0,2,4.0
West End,2026-02-11,10,8,8,7,24.29,1,2,4.0
West End,2026-02-11,11,3,3,3,21.0,0,2,1.5
West End,2026-02-11,12,5,5,5,2.2,0,2,2.5
West End,2026-02-11,13,2,2,2,2.0,0,2,1.0
West End,2026-02-11,14,5,5,5,2.2,0,2,2.5
West End,2026-02-11,15,5,5,5,11.8,0,2,2.5
West End,2026-02-11,16,4,4,3,14.67,1,2,2.0
West End,2026-02-12,8,5,5,5,4.2,0,1,5.0
West End,2026-02-12,9,5,4,4,0.0,0,2,2.0
West End,2026-02-12,10,7,7,7,15.43,0,2,3.5
West End,2026-02-12,11,3,3,3,1.0,0,2,1.5
West End,2026-02-12,12,1,1,1,0.0,0,2,0.5
West End,2026-02-12,13,5,5,5,9.0,0,2,2.5
West End,2026-02-12,14,1,1,1,0.0,0,2,0.5
West End,2026-02-12,15,3,2,2,0.0,0,2,1.0
West End,2026-02-12,16,5,5,5,4.8,0,2,2.5
West End,2026-02-13,7,1,1,1,4.0,0,0,
West End,2026-02-13,8,2,1,1,0.0,0,1,1.0
West End,2026-02-13,9,5,4,4,0.0,0,2,2.0
West End,2026-02-13,10,7,7,7,16.57,0,2,3.5
West End,2026-02-13,11,4,4,4,34.25,0,2,2.0
West End,2026-02-13,12,4,4,3,20.67,1,2,2.0
West End,2026-02-13,13,4,4,4,0.0,0,2,2.0
West End,2026-02-13,14,5,4,3,4.67,1,2,2.0
West End,2026-02-13,15,3,3,3,0.0,0,2,1.5
West End,2026-02-13,16,2,2,2,4.0,0,2,1.0
West End,2026-02-14,8,5,5,4,15.25,1,1,5.0
West End,2026-02-14,9,13,13,11,30.45,2,2,6.5
West End,2026-02-14,10,5,5,2,21.5,3,2,2.5
West End,2026-02-14,11,5,4,4,20.0,0,2,2.0
West End,2026-02-14,12,1,0,0,,0,2,0.0
West End,2026-02-16,7,1,1,1,2.0,0,0,
West End,2026-02-16,8,7,7,6,38.17,1,1,7.0
West End,2026-02-16,9,6,5,3,37.33,2,2,2.5
West End,2026-02-16,10,4,4,3,20.0,1,2,2.0
West End,2026-02-16,11,8,7,7,18.14,0,2,3.5
West End,2026-02-16,12,3,3,3,11.33,0,2,1.5
West End,2026-02-16,13,5,5,4,4.5,1,2,2.5
West End,2026-02-16,14,5,4,4,12.75,0,2,2.0
West End,2026-02-16,15,6,4,4,1.0,0,2,2.0
West End,2026-02-16,16,5,4,4,11.75,0,2,2.0
West End,2026-02-17,8,3,3,2,0.0,1,1,3.0
West End,2026-02-17,9,4,4,4,3.25,0,2,2.0
West End,2026-02-17,10,2,2,2,0.0,0,2,1.0
West End,2026-02-17,11,2,2,2,0.0,0,2,1.0
West End,2026-02-17,12,3,3,3,0.0,0,2,1.5
West End,2026-02-17,13,2,2,2,0.0,0,2,1.0
West End,2026-02-17,14,3,3,3,0.0,0,2,1.5
West End,2026-02-17,15,4,3,3,0.0,0,2,1.5
West End,2026-02-17,16,1,1,1,0.0,0,2,0.5
West End,2026-02-18,7,1,1,1,4.0,0,0,
West End,2026-02-18,8,2,2,2,4.0,0,1,2.0
West End,2026-02-18,9,6,6,6,6.0,0,2,3.0
West End,2026-02-18,10,6,5,5,0.8,0,2,2.5
West End,2026-02-18,11,1,1,1,9.0,0,2,0.5
West End,2026-02-18,14,3,3,3,0.0,0,2,1.5
West End,2026-02-18,15,4,4,4,0.5,0,2,2.0
West End,2026-02-18,16,3,3,2,0.0,1,2,1.5
West End,2026-02-19,7,1,1,1,4.0,0,0,
West End,2026-02-19,8,4,4,4,12.0,0,1,4.0
West End,2026-02-19,9,6,6,6,13.67,0,2,3.0
West End,2026-02-19,10,5,4,4,16.75,0,2,2.0
West End,2026-02-19,12,2,2,2,0.0,0,2,1.0
West End,2026-02-19,14,3,3,3,0.0,0,2,1.5
West End,2026-02-19,15,6,6,5,0.8,1,2,3.0
West End,2026-02-19,16,7,6,5,5.6,1,2,3.0
West End,2026-02-20,8,7,6,5,7.0,1,1,6.0
West End,2026-02-20,9,6,5,5,7.8,0,2,2.5
West End,2026-02-20,10,7,7,6,3.83,1,2,3.5
West End,2026-02-20,11,6,4,3,22.67,1,2,2.0
West End,2026-02-20,12,4,3,3,0.0,0,2,1.5
West End,2026-02-20,13,3,3,3,4.0,0,2,1.5
West End,2026-02-20,14,7,6,6,9.83,0,2,3.0
West End,2026-02-20,15,7,7,6,22.0,1,2,3.5
West End,2026-02-20,16,6,6,6,23.83,0,2,3.0
West End,2026-02-21,7,2,2,1,16.0,1,0,
West End,2026-02-21,8,3,2,2,18.0,0,1,2.0
West End,2026-02-21,9,9,9,8,31.5,1,2,4.5
West End,2026-02-21,10,5,4,4,32.5,0,2,2.0
West End,2026-02-21,11,6,5,5,11.0,0,2,2.5
West End,2026-02-21,12,3,3,3,2.33,0,2,1.5
West End,2026-02-23,8,5,5,5,14.4,0,1,5.0
West End,2026-02-23,9,4,3,3,13.0,0,2,1.5
West End,2026-02-23,10,10,9,9,19.89,0,2,4.5
West End,2026-02-23,11,6,5,5,20.4,0,2,2.5
West End,2026-02-23,12,3,3,3,3.0,0,2,1.5
West End,2026-02-23,13,1,1,1,0.0,0,2,0.5
West End,2026-02-23,14,5,5,5,0.0,0,2,2.5
West End,2026-02-23,15,6,6,5,7.4,1,2,3.0
West End,2026-02-23,16,5,3,3,10.0,0,2,1.5
West End,2026-02-23,17,1,1,0,,1,0,
West End,2026-02-24,8,3,3,3,7.67,0,1,3.0
West End,2026-02-24,9,3,2,2,7.0,0,2,1.0
West End,2026-02-24,10,4,4,3,0.0,1,2,2.0
West End,2026-02-24,11,5,5,4,4.5,1,2,2.5
West End,2026-02-24,12,1,1,1,0.0,0,2,0.5
West End,2026-02-24,13,2,2,2,0.0,0,2,1.0
West End,2026-02-24,14,2,2,2,0.0,0,2,1.0
West End,2026-02-24,15,7,6,6,0.67,0,2,3.0
West End,2026-02-24,16,2,2,2,0.0,0,2,1.0
West End,2026-02-25,8,3,3,3,8.67,0,1,3.0
West End,2026-02-25,9,6,6,6,5.67,0,2,3.0
West End,2026-02-25,10,7,7,6,12.33,1,2,3.5
West End,2026-02-25,11,1,1,1,0.0,0,2,0.5
West End,2026-02-25,12,3,3,3,0.0,0,2,1.5
West End,2026-02-25,13,2,2,2,0.0,0,2,1.0
West End,2026-02-25,14,3,2,2,0.0,0,2,1.0
West End,2026-02-25,15,1,1,1,0.0,0,2,0.5
West End,2026-02-25,16,3,3,3,0.0,0,2,1.5
West End,2026-02-25,17,1,1,1,0.0,0,0,
West End,2026-02-26,8,5,4,3,6.33,1,1,4.0
West End,2026-02-26,9,6,5,5,33.8,0,2,2.5
West End,2026-02-26,10,6,6,5,18.6,1,2,3.0
West End,2026-02-26,11,5,3,3,0.67,0,2,1.5
West End,2026-02-26,12,2,1,1,3.0,0,2,0.5
West End,2026-02-26,13,2,2,1,0.0,1,2,1.0
West End,2026-02-26,14,3,3,3,0.0,0,2,1.5
West End,2026-02-26,15,4,4,4,0.0,0,2,2.0
West End,2026-02-26,16,5,4,3,0.0,1,2,2.0
West End,2026-02-27,8,4,4,4,18.75,0,1,4.0
West End,2026-02-27,9,5,5,4,9.25,1,2,2.5
West End,2026-02-27,10,6,6,6,3.0,0,2,3.0
West End,2026-02-27,11,4,3,3,17.0,0,2,1.5
West End,2026-02-27,13,3,3,3,0.0,0,2,1.5
West End,2026-02-27,14,9,8,7,7.14,1,2,4.0
West End,2026-02-27,15,6,5,5,1.2,0,2,2.5
West End,2026-02-27,16,1,1,1,0.0,0,2,0.5
West End,2026-02-28,8,2,2,2,0.0,0,1,2.0
West End,2026-02-28,9,10,10,10,15.2,0,2,5.0
West End,2026-02-28,10,13,12,8,69.0,4,2,6.0
West End,2026-02-28,11,3,3,2,42.5,1,2,1.5
West End,2026-02-28,12,4,3,3,25.33,0,2,1.5
West End,2026-03-02,8,6,4,4,3.25,0,1,4.0
West End,2026-03-02,9,4,3,3,0.0,0,2,1.5
West End,2026-03-02,10,11,10,10,17.3,0,2,5.0
West End,2026-03-02,11,4,3,3,20.33,0,2,1.5
West End,2026-03-02,12,2,2,2,0.0,0,2,1.0
West End,2026-03-02,13,1,1,1,0.0,0,2,0.5
West End,2026-03-02,14,5,3,3,0.0,0,2,1.5
West End,2026-03-02,15,6,6,6,3.17,0,2,3.0
West End,2026-03-02,16,9,8,8,13.25,0,2,4.0
West End,2026-03-03,7,1,1,1,7.0,0,0,
West End,2026-03-03,8,3,3,3,13.0,0,1,3.0
West End,2026-03-03,9,6,6,5,3.4,1,2,3.0
West End,2026-03-03,10,5,4,3,11.67,1,2,2.0
West End,2026-03-03,11,3,3,3,1.0,0,2,1.5
West End,2026-03-03,12,2,2,2,0.0,0,2,1.0
West End,2026-03-03,13,4,4,4,3.75,0,2,2.0
West End,2026-03-03,14,6,6,6,4.17,0,2,3.0
West End,2026-03-03,15,8,7,6,19.0,1,2,3.5
West End,2026-03-03,16,4,4,4,7.25,0,2,2.0
West End,2026-03-04,8,4,4,3,13.0,1,1,4.0
West End,2026-03-04,9,7,7,7,4.43,0,2,3.5
West End,2026-03-04,10,10,10,9,38.0,1,2,5.0
West End,2026-03-04,11,2,2,1,29.0,1,2,1.0
West End,2026-03-04,12,3,3,3,35.67,0,2,1.5
West End,2026-03-04,13,3,3,3,0.0,0,2,1.5
West End,2026-03-04,14,4,3,3,0.0,0,2,1.5
West End,2026-03-04,15,5,5,5,3.4,0,2,2.5
West End,2026-03-04,16,6,6,6,5.33,0,2,3.0
West End,2026-03-05,7,1,1,1,8.0,0,0,
West End,2026-03-05,8,3,3,3,5.33,0,1,3.0
West End,2026-03-05,9,7,7,6,12.17,1,2,3.5
West End,2026-03-05,10,3,3,3,3.0,0,2,1.5
West End,2026-03-05,11,5,1,1,0.0,0,2,0.5
West End,2026-03-05,12,3,3,3,0.0,0,2,1.5
West End,2026-03-05,13,3,3,3,0.33,0,2,1.5
West End,2026-03-05,14,4,4,4,4.75,0,2,2.0
West End,2026-03-05,15,4,4,4,0.25,0,2,2.0
West End,2026-03-05,16,4,4,4,9.5,0,2,2.0
West End,2026-03-06,7,1,1,1,8.0,0,0,
West End,2026-03-06,8,4,3,3,0.0,0,1,3.0
West End,2026-03-06,9,8,8,8,8.0,0,2,4.0
West End,2026-03-06,10,4,4,4,5.5,0,2,2.0
West End,2026-03-06,11,5,5,5,21.2,0,2,2.5
West End,2026-03-06,12,2,2,2,7.5,0,2,1.0
West End,2026-03-06,13,1,1,1,0.0,0,2,0.5
West End,2026-03-06,14,4,4,4,0.0,0,2,2.0
West End,2026-03-06,15,7,7,7,16.14,0,2,3.5
West End,2026-03-06,16,3,3,3,9.0,0,2,1.5
West End,2026-03-07,7,1,1,1,11.0,0,0,
West End,2026-03-07,8,6,6,6,14.17,0,1,6.0
West End,2026-03-07,9,7,7,5,24.2,2,2,3.5
West End,2026-03-07,10,4,4,4,8.25,0,2,2.0
West End,2026-03-07,11,3,3,3,0.0,0,2,1.5
West End,2026-03-09,8,7,7,7,20.57,0,1,7.0
West End,2026-03-09,9,9,8,8,21.88,0,2,4.0
West End,2026-03-09,10,9,7,5,37.2,2,2,3.5
West End,2026-03-09,11,5,3,3,1.0,0,2,1.5
West End,2026-03-09,12,4,3,2,0.5,1,2,1.5
West End,2026-03-09,13,1,1,1,0.0,0,2,0.5
West End,2026-03-09,14,2,2,2,0.0,0,2,1.0
West End,2026-03-09,15,4,3,3,0.33,0,2,1.5
West End,2026-03-09,16,4,4,4,0.0,0,2,2.0
West End,2026-03-10,8,3,3,3,12.67,0,1,3.0
West End,2026-03-10,9,8,8,8,9.62,0,2,4.0
West End,2026-03-10,10,6,6,6,33.0,0,2,3.0
West End,2026-03-10,11,2,2,2,4.5,0,2,1.0
West End,2026-03-10,12,1,1,1,0.0,0,2,0.5
West End,2026-03-10,13,4,4,4,0.75,0,2,2.0
West End,2026-03-10,14,2,2,2,0.0,0,2,1.0
West End,2026-03-10,15,5,5,5,5.4,0,2,2.5
West End,2026-03-10,16,5,5,5,13.8,0,2,2.5
West End,2026-03-11,8,8,8,8,17.0,0,1,8.0
West End,2026-03-11,9,7,6,4,38.75,2,2,3.0
West End,2026-03-11,10,4,4,3,10.67,1,2,2.0
West End,2026-03-11,11,5,4,4,0.75,0,2,2.0
West End,2026-03-11,12,2,2,2,0.0,0,2,1.0
West End,2026-03-11,13,3,2,2,0.0,0,2,1.0
West End,2026-03-11,14,7,7,6,1.83,1,2,3.5
West End,2026-03-11,15,6,6,6,1.33,0,2,3.0
West End,2026-03-11,16,2,2,2,10.0,0,2,1.0
West End,2026-03-12,7,1,1,1,32.0,0,0,
West End,2026-03-12,8,2,2,2,7.5,0,1,2.0
West End,2026-03-12,9,6,5,4,0.0,1,2,2.5
West End,2026-03-12,10,4,3,3,0.0,0,2,1.5
West End,2026-03-12,11,6,5,5,0.2,0,2,2.5
West End,2026-03-12,12,3,2,2,0.0,0,2,1.0
West End,2026-03-12,13,6,6,6,3.0,0,2,3.0
West End,2026-03-12,14,3,3,2,2.0,1,2,1.5
West End,2026-03-12,15,6,5,5,0.0,0,2,2.5
West End,2026-03-12,16,2,2,2,0.0,0,2,1.0
West End,2026-03-13,8,2,2,2,3.0,0,1,2.0
West End,2026-03-13,9,5,4,4,0.0,0,2,2.0
West End,2026-03-13,10,4,4,3,0.33,1,2,2.0
West End,2026-03-13,11,3,3,3,0.0,0,2,1.5
West End,2026-03-13,12,4,4,4,0.5,0,2,2.0
West End,2026-03-13,13,1,1,0,,1,2,0.5
West End,2026-03-13,14,3,3,3,5.0,0,2,1.5
West End,2026-03-13,15,3,3,2,0.0,1,2,1.5
West End,2026-03-13,16,6,6,6,3.83,0,2,3.0
West End,2026-03-13,17,1,1,1,0.0,0,0,
West End,2026-03-14,8,5,5,5,8.8,0,1,5.0
West End,2026-03-14,9,7,7,7,11.71,0,2,3.5
West End,2026-03-14,10,11,10,8,29.75,2,2,5.0
West End,2026-03-14,11,3,3,3,30.67,0,2,1.5
West End,2026-03-14,12,2,1,1,0.0,0,2,0.5
West End,2026-03-16,7,1,1,1,12.0,0,0,
West End,2026-03-16,8,5,5,4,19.25,1,1,5.0
West End,2026-03-16,9,8,8,8,22.5,0,2,4.0
West End,2026-03-16,10,5,5,4,20.75,1,2,2.5
West End,2026-03-16,11,6,5,4,0.0,1,2,2.5
West End,2026-03-16,12,2,2,2,0.0,0,2,1.0
West End,2026-03-16,13,3,3,3,1.67,0,2,1.5
West End,2026-03-16,14,4,4,4,0.0,0,2,2.0
West End,2026-03-16,15,5,5,5,11.8,0,2,2.5
West End,2026-03-16,16,3,2,2,22.0,0,2,1.0
West End,2026-03-17,7,1,1,1,5.0,0,0,
West End,2026-03-17,8,6,3,3,0.0,0,1,3.0
West End,2026-03-17,9,6,6,6,4.5,0,2,3.0
West End,2026-03-17,10,7,7,7,9.57,0,2,3.5
West End,2026-03-17,11,4,3,3,8.33,0,2,1.5
West End,2026-03-17,12,2,2,2,0.0,0,2,1.0
West End,2026-03-17,13,4,4,4,1.75,0,2,2.0
West End,2026-03-17,14,2,2,2,0.0,0,2,1.0
West End,2026-03-17,15,5,5,5,3.6,0,2,2.5
West End,2026-03-17,16,3,3,3,5.67,0,2,1.5
West End,2026-03-18,8,2,2,1,0.0,1,1,2.0
West End,2026-03-18,9,2,2,2,0.0,0,2,1.0
West End,2026-03-18,10,12,12,10,18.7,2,2,6.0
West End,2026-03-18,11,2,2,2,6.0,0,2,1.0
West End,2026-03-18,12,2,1,1,0.0,0,2,0.5
West End,2026-03-18,13,4,3,3,0.0,0,2,1.5
West End,2026-03-18,14,4,3,3,0.0,0,2,1.5
West End,2026-03-18,15,1,1,1,0.0,0,2,0.5
West End,2026-03-18,16,3,3,3,2.0,0,2,1.5
West End,2026-03-19,7,1,1,1,11.0,0,0,
West End,2026-03-19,8,4,4,4,13.0,0,1,4.0
West End,2026-03-19,9,4,4,4,2.0,0,2,2.0
West End,2026-03-19,10,6,5,5,16.8,0,2,2.5
West End,2026-03-19,11,5,5,5,3.6,0,2,2.5
West End,2026-03-19,12,1,1,1,0.0,0,2,0.5
West End,2026-03-19,13,1,1,1,0.0,0,2,0.5
West End,2026-03-19,14,5,5,5,11.8,0,2,2.5
West End,2026-03-19,15,3,3,2,20.0,1,2,1.5
West End,2026-03-19,16,5,5,5,20.4,0,2,2.5
West End,2026-03-20,8,8,4,4,4.75,0,1,4.0
West End,2026-03-20,9,2,2,2,3.0,0,2,1.0
West End,2026-03-20,10,7,5,5,3.4,0,2,2.5
West End,2026-03-20,11,7,7,6,42.5,1,2,3.5
West End,2026-03-20,12,3,3,2,0.0,1,2,1.5
West End,2026-03-20,13,1,1,1,0.0,0,2,0.5
West End,2026-03-20,14,6,5,5,4.8,0,2,2.5
West End,2026-03-20,15,8,8,6,24.0,2,2,4.0
West End,2026-03-20,16,3,2,1,23.0,1,2,1.0
West End,2026-03-21,8,4,4,4,17.5,0,1,4.0
West End,2026-03-21,9,9,7,7,17.0,0,2,3.5
West End,2026-03-21,10,12,10,8,39.0,2,2,5.0
West End,2026-03-21,11,4,3,3,22.0,0,2,1.5
West End,2026-03-21,12,1,0,0,,0,2,0.0
West End,2026-03-21,13,1,1,1,0.0,0,0,
West End,2026-03-23,8,1,1,1,0.0,0,1,1.0
West End,2026-03-23,9,6,6,5,1.2,1,2,3.0
West End,2026-03-23,10,4,4,4,2.0,0,2,2.0
West End,2026-03-23,11,1,1,1,0.0,0,2,0.5
West End,2026-03-23,12,1,1,1,0.0,0,2,0.5
West End,2026-03-23,13,1,1,1,0.0,0,2,0.5
West End,2026-03-23,14,4,4,4,4.5,0,2,2.0
West End,2026-03-23,15,7,6,6,2.5,0,2,3.0
West End,2026-03-23,16,2,1,1,0.0,0,2,0.5
West End,2026-03-24,8,3,3,2,0.0,1,1,3.0
West End,2026-03-24,9,5,5,5,5.0,0,2,2.5
West End,2026-03-24,10,8,7,7,24.29,0,2,3.5
West End,2026-03-24,11,1,1,1,31.0,0,2,0.5
West End,2026-03-24,12,6,6,5,13.4,1,2,3.0
West End,2026-03-24,13,3,3,3,2.67,0,2,1.5
West End,2026-03-24,14,3,3,3,0.0,0,2,1.5
West End,2026-03-24,15,8,5,5,6.6,0,2,2.5
West End,2026-03-24,16,2,2,2,0.0,0,2,1.0
West End,2026-03-25,8,3,3,3,0.0,0,1,3.0
West End,2026-03-25,9,4,4,4,0.0,0,2,2.0
West End,2026-03-25,10,6,5,5,6.6,0,2,2.5
West End,2026-03-25,11,2,2,2,0.5,0,2,1.0
West End,2026-03-25,12,2,2,2,0.0,0,2,1.0
West End,2026-03-25,13,1,1,1,0.0,0,2,0.5
West End,2026-03-25,14,4,4,4,2.25,0,2,2.0
West End,2026-03-25,15,5,5,5,8.2,0,2,2.5
West End,2026-03-25,16,2,2,2,0.0,0,2,1.0
West End,2026-03-26,8,5,5,5,10.8,0,1,5.0
West End,2026-03-26,9,5,4,4,10.75,0,2,2.0
West End,2026-03-26,10,7,6,6,7.67,0,2,3.0
West End,2026-03-26,11,5,5,5,2.4,0,2,2.5
West End,2026-03-26,13,3,3,3,0.0,0,2,1.5
West End,2026-03-26,14,3,3,3,0.0,0,2,1.5
West End,2026-03-26,15,6,5,4,0.0,1,2,2.5
West End,2026-03-26,16,5,5,4,7.75,1,2,2.5
West End,2026-03-27,7,1,1,1,4.0,0,0,
West End,2026-03-27,8,2,2,2,7.5,0,1,2.0
West End,2026-03-27,9,14,13,12,22.5,1,2,6.5
West End,2026-03-27,10,12,10,6,67.67,4,2,5.0
West End,2026-03-27,11,4,4,4,69.0,0,2,2.0
West End,2026-03-27,12,2,2,2,28.0,0,2,1.0
West End,2026-03-27,13,4,3,3,3.67,0,2,1.5
West End,2026-03-27,14,7,7,7,5.14,0,2,3.5
West End,2026-03-27,15,3,3,2,0.0,1,2,1.5
West End,2026-03-27,16,3,3,3,0.0,0,2,1.5
West End,2026-03-28,8,4,3,3,5.33,0,1,3.0
West End,2026-03-28,9,6,5,5,0.2,0,2,2.5
West End,2026-03-28,10,7,7,7,14.86,0,2,3.5
West End,2026-03-28,11,5,5,5,8.2,0,2,2.5
West End,2026-03-30,7,2,2,2,18.0,0,0,
West End,2026-03-30,8,6,4,4,21.0,0,1,4.0
West End,2026-03-30,9,6,6,6,29.5,0,2,3.0
West End,2026-03-30,10,4,4,4,22.75,0,2,2.0
West End,2026-03-30,11,10,8,8,19.75,0,2,4.0
West End,2026-03-30,12,7,5,5,34.4,0,2,2.5
West End,2026-03-30,13,3,2,2,58.0,0,2,1.0
West End,2026-03-30,14,5,3,3,8.67,0,2,1.5
West End,2026-03-30,15,5,4,4,2.25,0,2,2.0
West End,2026-03-30,16,5,4,4,0.0,0,2,2.0
West End,2026-03-31,7,1,1,1,4.0,0,0,
West End,2026-03-31,8,4,4,3,11.0,1,1,4.0
West End,2026-03-31,9,6,5,5,16.2,0,2,2.5
West End,2026-03-31,10,6,4,3,0.0,1,2,2.0
West End,2026-03-31,11,2,2,2,0.0,0,2,1.0
West End,2026-03-31,12,1,1,1,0.0,0,2,0.5
West End,2026-03-31,13,3,3,3,9.67,0,2,1.5
West End,2026-03-31,14,5,4,4,16.25,0,2,2.0
West End,2026-03-31,15,5,4,4,2.5,0,2,2.0
West End,2026-03-31,16,7,5,5,12.8,0,2,2.5
West End,2026-04-01,7,1,1,1,6.0,0,0,
West End,2026-04-01,8,2,2,2,8.5,0,1,2.0
West End,2026-04-01,9,4,3,3,0.0,0,2,1.5
West End,2026-04-01,10,8,6,6,4.5,0,2,3.0
West End,2026-04-01,11,6,6,5,5.8,1,2,3.0
West End,2026-04-01,12,1,1,1,3.0,0,2,0.5
West End,2026-04-01,13,3,3,3,0.0,0,2,1.5
West End,2026-04-01,14,1,1,1,0.0,0,2,0.5
West End,2026-04-01,15,4,3,3,0.0,0,2,1.5
West End,2026-04-01,16,2,2,2,0.0,0,2,1.0
West End,2026-04-02,8,3,2,2,0.0,0,1,2.0
West End,2026-04-02,9,7,6,6,15.33,0,2,3.0
West End,2026-04-02,10,7,6,4,32.0,2,2,3.0
West End,2026-04-02,11,6,4,4,15.5,0,2,2.0
West End,2026-04-02,12,3,2,1,6.0,1,2,1.0
West End,2026-04-02,13,4,4,4,3.25,0,2,2.0
West End,2026-04-02,14,2,2,2,2.0,0,2,1.0
West End,2026-04-02,15,6,6,6,0.0,0,2,3.0
West End,2026-04-02,16,1,1,1,0.0,0,2,0.5
West End,2026-04-03,8,5,4,4,3.0,0,1,4.0
West End,2026-04-03,9,3,2,2,0.0,0,2,1.0
West End,2026-04-03,10,6,6,5,7.2,1,2,3.0
